426,1.60
420,1.20
787,1.80
199,5.40
565,1.80
589,0.10
902,0.40
903,1.40
800,0.60
1381,2.40
1383,4.40
1402,3.80
192,10.40
1133,2.60
1134,15.20
1366,1.40
1368,2.00
152,1.40
150,4.20
151,3.60
135,20.60
143,6.00
53,17.60
139,14.00
140,24.20
142,11.40
812,3.00
661,0.80
775,0.40
819,3.20
157,1.60
159,2.00
158,4.00
214,1.40
1421,0.80
1417,0.80
1323,0.60
1418,0.80
782,0.00
1307,0.40
1309,0.60
1310,0.60
859,7.00
1058,0.80
1201,0.40
1057,0.60
1060,0.60
1054,0.20
498,0.40
618,7.00
1397,4.00
430,1.00
911,1.20
875,1.00
1138,0.10
1140,0.60
1202,2.00
252,10.80
788,0.40
109,3.00
110,3.80
206,9.00
111,3.00
123,3.00
116,5.20
113,3.00
634,3.00
107,3.00
108,5.00
115,3.00
631,3.00
118,3.00
516,5.20
1237,1.60
1241,0.60
1242,1.00
1268,0.60
1253,1.00
1217,1.00
1267,0.20
1266,0.80
1322,0.80
1219,1.40
1218,1.20
1221,0.60
1264,0.20
1239,0.40
475,0.60
1390,0.10
1255,0.40
1215,0.60
1258,0.60
1252,0.10
1261,0.30
1257,0.60
1256,0.20
1259,0.40
1365,1.80
1363,6.80
262,8.20
267,2.00
869,2.00
263,8.20
264,2.80
1284,0.80
29,2.60
992,18.40
1373,0.60
1376,0.60
1375,0.80
1374,0.60
1382,0.60
975,1.80
980,2.60
981,1.80
986,0.60
990,3.80
974,7.00
976,1.00
796,0.60
978,1.70
983,0.80
984,1.40
988,1.00
1069,0.00
1067,0.00
1068,0.00
928,1.40
749,9.00
790,5.00
507,3.40
447,7.00
518,2.00
826,1.40
824,0.40
855,1.20
854,1.20
904,1.20
847,2.20
848,1.40
850,3.20
1008,0.40
1009,0.40
916,1.00
919,0.60
1065,0.10
781,0.00
1045,0.80
1046,1.40
1047,1.20
1048,0.20
1041,1.40
1243,0.40
579,0.40
356,0.00
780,0.20
779,0.60
282,6.20
835,0.30
843,0.50
836,2.40
1137,0.60
907,1.00
831,1.00
832,0.60
905,0.60
956,1.80
303,0.20
997,0.10
740,0.30
998,0.10
1029,3.60
1229,5.20
1360,3.80
1361,4.20
1302,1.50
1306,1.50
1305,1.50
1303,1.50
1328,1.50
1329,1.50
1358,1.50
1359,1.50
1357,1.50
1301,2.00
1292,1.50
1291,1.50
1288,1.60
1290,1.50
1289,1.50
1296,2.00
1294,1.50
1293,1.50
1295,1.50
1232,1.50
1299,1.50
1298,2.40
960,4.60
961,2.00
1192,0.10
555,0.80
556,0.60
567,0.60
554,0.10
742,0.80
558,0.60
1342,0.40
897,1.60
672,7.20
896,1.00
898,3.60
895,7.00
899,3.80
879,2.80
887,3.40
883,2.00
66,6.60
884,0.60
889,1.40
1385,1.60
890,2.60
891,1.00
1386,1.20
877,0.60
1340,1.20
604,0.60
677,2.60
712,0.60
837,0.80
838,0.80
1415,1.00
1210,1.40
1212,1.00
1207,0.60
1247,0.80
828,1.20
1392,7.20
1393,5.20
1124,1.00
1125,0.80
1112,0.80
1126,0.60
1127,0.80
1128,1.20
1033,0.40
1271,0.40
1413,1.00
1246,0.30
1036,2.40
1269,0.40
1050,1.20
1204,1.80
1281,0.80
1273,0.80
1283,1.20
1321,0.20
1049,0.60
1270,0.80
1282,0.40
1276,0.60
1039,1.20
1272,0.60
366,0.00
1168,0.40
1199,0.10
1171,0.10
1372,0.10
1198,0.10
1170,0.10
1196,0.10
1195,0.10
1193,0.10
1187,0.40
1184,0.10
1185,0.10
1189,0.10
1188,0.10
1183,0.20
1348,0.40
1349,0.10
1347,0.40
913,2.40
299,5.60
1400,2.40
1354,3.00
1317,3.00
1318,3.00
1315,3.00
1320,3.00
1022,3.00
1344,0.60
1345,1.20
1178,0.40
1110,0.20
1228,0.20
1222,0.30
876,0.00
